text;to;from;moment
Je veux aller de Saint-paul-de-fenouillet à Mériel dans deux heures;Mériel;Saint-paul-de-fenouillet;dans deux heures
J'irai bien à la gare de Auch depuis la gare de Lamonzie-saint-martin;Auch;Lamonzie-saint-martin;
Itiniréraire jusqu'a Vergèze depuis Beaulieu-sur-mer;Vergèze;Beaulieu-sur-mer;
Le train Boulogne-sur-mer Luce;Luce;Boulogne-sur-mer;
je vais à Maurs depuis Igney;Maurs;Igney;
Depuis Louveciennes à Champs-sur-yonne;Champs-sur-yonne;Louveciennes;
Saint-omer-en-chaussée Chauny dans un moment;Chauny;Saint-omer-en-chaussée;dans un moment
Je cherche le train le plus rapide pour faire Bourgoin-jallieu Lesparre-médoc;Lesparre-médoc;Bourgoin-jallieu;
Je cherche un train Lunas Pontgouin;Pontgouin;Lunas;
demain, je vais à Mussidan depuis Gretz-armainvilliers;Mussidan;Gretz-armainvilliers;demain
Je suis actuellement à Devecey et j’aimerais partir à Fuveau;Fuveau;Devecey;
Je partirais de Longwy pour aller à Aubrives;Aubrives;Longwy;
Je cherche le train le plus rapide pour faire Maule Semur-en-auxois;Semur-en-auxois;Maule;
Je voudrais aller de Saint-médard-sur-ille à Gaillac;Gaillac;Saint-médard-sur-ille;
Je pars de Neuves-maisons pour aller à Jarrie;Jarrie;Neuves-maisons;
Je suis à Briare et je souhaite me rendre à Civray;Civray;Briare;
Je pars de Glos-sur-risle pour aller à Mesves-sur-loire;Mesves-sur-loire;Glos-sur-risle;
Je prends le train Gambsheim Palaiseau dimanche soir;Palaiseau;Gambsheim;dimanche soir
Quel est l'itinéraire entre Damiatte et Ingwiller;Ingwiller;Damiatte;
Itiniréraire jusqu'a Courneuve (la ) depuis Leval;Courneuve (la );Leval;
itinéraire La bassée Brunoy;Brunoy;La bassée;
Emmène moi de Hamelincourt à Senozan;Senozan;Hamelincourt;
j'aimerais partir de Saint-denis-catus pour me rendre à Gagny;Gagny;Saint-denis-catus;
le départ et l'arrivée de mon voyage sont Jonzac et Martres-tolosane;Martres-tolosane;Jonzac;
Je cherche un train Corbie Chavanges;Chavanges;Corbie;
Je cherche un train Châteauneuf-de-gadagne Condom lundi soir;Condom;Châteauneuf-de-gadagne;lundi soir
je partirais de Saint-remy-en-l'eau pour aller à Saint-malo;Saint-malo;Saint-remy-en-l'eau;
Je cherche un trajet de Arengosse à Mouchard maintenant;Mouchard;Arengosse;maintenant
Je suis actuellement à Champagné et j’aimerais partir à Saint-aunès demain;Saint-aunès;Champagné;demain
Je me rends à Poliénas en partant de Vulaines-sur-seine;Poliénas;Vulaines-sur-seine;
Je pars de Suresnes pour aller à Bresles;Bresles;Suresnes;
Donne moi l'itinéraire pour aller à Montrond-les-bains en partant de Ruffey-lès-echirey;Montrond-les-bains;Ruffey-lès-echirey;
Je cherche un train Valmy Carentan;Carentan;Valmy;
Le train Ferte-bernard (la) Creteil;Creteil;Ferte-bernard (la);
Ma provenance et ma destination sont Fleurieux-sur-l'arbresle et Arcachon;Arcachon;Fleurieux-sur-l'arbresle;
Je pars de Longueville-sur-scie pour aller à Assat;Assat;Longueville-sur-scie;
Quel est l'itinéraire entre Montreuil-sur-ille et Souppes-sur-loing;Souppes-sur-loing;Montreuil-sur-ille;
Je quitte Grasse pour Saint-pierre-lès-nemours;Saint-pierre-lès-nemours;Grasse;
Je suis actuellement à Château-l'évêque et j’aimerais partir à Chamalières-sur-loire;Chamalières-sur-loire;Château-l'évêque;
Je suis à Boves et je veux aller à Veynes;Veynes;Boves;
itinéraire de voyage de Sézanne vers Franconville;Franconville;Sézanne;
Je pars de Modane pour aller à Issou;Issou;Modane;
je partirais de Saint-léonard-de-noblat pour aller à Cercy-la-tour;Cercy-la-tour;Saint-léonard-de-noblat;
Je suis à Roeulx et je souhaite me rendre à Geispolsheim;Geispolsheim;Roeulx;
Comment me rendre à Chocques depuis Port-vendres;Chocques;Port-vendres;
j'aimerais me rendre à Briare en quittant Étival-clairefontaine;Briare;Étival-clairefontaine;
Quel trajet pour Épehy Lure;Lure;Épehy;
Depuis Pléchâtel à Collonges;Collonges;Pléchâtel;
train Beynost Vivy dans six heures;Vivy;Beynost;dans six heures
Guide moi de Bersac-sur-rivalier vers Bouaye;Bouaye;Bersac-sur-rivalier;
Allons à Billy-montigny depuis Château-arnoux-saint-auban;Billy-montigny;Château-arnoux-saint-auban;
Je cherche un trajet de Cambo-les-bains à Sevran aujourd'hui;Sevran;Cambo-les-bains;aujourd'hui
La ligne Cognac Artenay;Artenay;Cognac;
Je pars de Vergigny pour aller à Rive-de-gier;Rive-de-gier;Vergigny;
Emmène moi de Jaux à Selommes;Selommes;Jaux;
de Labruguière à Metzeral;Metzeral;Labruguière;
Je veux aller de Mareuil-sur-ourcq à Saint-raphael;Saint-raphael;Mareuil-sur-ourcq;
Lagnieu Saint-cyr-en-val;Saint-cyr-en-val;Lagnieu;
Je veux trouver un trajet de Morgny-la-pommeraye à Oloron-sainte-marie;Oloron-sainte-marie;Morgny-la-pommeraye;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Saint-martory et gare de Penne-d'agenais;Penne-d'agenais;Saint-martory;
Je pars de Magny pour aller à Beuvry dans six heures;Beuvry;Magny;dans six heures
Itiniréraire jusqu'a Saint-ouen-l'aumone depuis Riedseltz;Saint-ouen-l'aumone;Riedseltz;
Prades Avon;Avon;Prades;
Quel est l'itinéraire entre Le teil et Durtol;Durtol;Le teil;
Je cherche le train le plus rapide pour faire Pontgouin Montdidier;Montdidier;Pontgouin;
trajet Autet Gertwiller;Gertwiller;Autet;
arrivée Cessieu et départ Roncenay;Cessieu;Roncenay;
Je voudrais aller de Crepy-en-valois à Morez;Morez;Crepy-en-valois;
L'arrivée et le départ de mon voyage sont Vayrac et Saint-martin-de-crau;Vayrac;Saint-martin-de-crau;
Je souhaiterai avoir des informations sur le train Voves Besancon qui part dans une heure;Besancon;Voves;dans une heure
je partirais de Buzy-darmont pour aller à Ustaritz;Ustaritz;Buzy-darmont;
Je suis actuellement à Portes-lès-valence et j’aimerais partir à Tournus vendredi soir;Tournus;Portes-lès-valence;vendredi soir
trajet Jonzac Puy-guillaume;Puy-guillaume;Jonzac;
L'arrivée et le départ de mon voyage sont Viviers-du-lac et Chemillé;Viviers-du-lac;Chemillé;
J'irai bien à la gare de Lumes depuis la gare de Saint-laurent-de-la-prée;Lumes;Saint-laurent-de-la-prée;
train Cheilly-lès-maranges Le buisson-de-cadouin;Le buisson-de-cadouin;Cheilly-lès-maranges;
Je cherche un trajet de Valdahon à Civrieux-d'azergues;Civrieux-d'azergues;Valdahon;
Je quitte Saint-cyr-sur-mer pour Mézériat;Mézériat;Saint-cyr-sur-mer;
Je souhaiterai avoir des informations sur le train Martigny-les-bains Le quesnoy qui part jeudi soir;Le quesnoy;Martigny-les-bains;jeudi soir
le départ et l'arrivée de mon voyage sont Archignat et Cérons;Cérons;Archignat;
Donne moi l'itinéraire pour aller à Saint-pellerin en partant de Besancon;Saint-pellerin;Besancon;
Je suis actuellement à Avesnes-sur-helpe et j’aimerais partir à Verriere (la );Verriere (la );Avesnes-sur-helpe;
dimanche soir, je vais à Steinbourg depuis Creil;Steinbourg;Creil;dimanche soir
je partirais de Abbaretz pour aller à Viam;Viam;Abbaretz;
Je partirais de Luzy pour aller à Abbaretz;Abbaretz;Luzy;
Je veux aller de Méricourt-l'abbé à Montry;Montry;Méricourt-l'abbé;
Je cherche un trajet de Aubigny-sur-nère à Noyant-de-touraine mercredi soir;Noyant-de-touraine;Aubigny-sur-nère;mercredi soir
demain matin, je voudrais aller de Saumur à Hennebont;Hennebont;Saumur;demain matin
Quel est l'itinéraire entre Rambouillet et Fos-sur-mer;Fos-sur-mer;Rambouillet;
Val-de-reuil Port-la-nouvelle;Port-la-nouvelle;Val-de-reuil;
Je pars jeudi de Portets pour aller à Perrignier;Perrignier;Portets;jeudi
mercredi après-midi, je voudrais aller de Saint-maur à Prades;Prades;Saint-maur;mercredi après-midi
Je cherche le train le plus rapide pour faire Longvic Bagneaux-sur-loing;Bagneaux-sur-loing;Longvic;
Comment aller de Gannat à Mazingarbe vendredi soir;Mazingarbe;Gannat;vendredi soir
Je suis actuellement à Noyal-sur-vilaine et j’aimerais partir à Isbergues;Isbergues;Noyal-sur-vilaine;
Sausset-les-pins depuis Cantin;Sausset-les-pins;Cantin;
Quel est l'itinéraire entre Varilhes et Moulis-en-médoc;Moulis-en-médoc;Varilhes;
Saint-yrieix-la-perche depuis Égletons;Saint-yrieix-la-perche;Égletons;
itinéraire jusqu'a Novéant-sur-moselle en partant de Sainte-pazanne;Novéant-sur-moselle;Sainte-pazanne;
arrivée Hettange-grande et départ Mareil-sur-mauldre;Hettange-grande;Mareil-sur-mauldre;
Je veux aller de Sarrance à Le pont-chrétien-chabenet;Le pont-chrétien-chabenet;Sarrance;
Je cherche un train Villard-bonnot Barr jeudi matin;Barr;Villard-bonnot;jeudi matin
Ma destination et ma provenance sont Allassac et Tracy-sur-loire;Allassac;Tracy-sur-loire;
Ma provenance et ma destination sont Sénas et Crottet;Crottet;Sénas;
Emmène moi de Montauban à Dangé-saint-romain;Dangé-saint-romain;Montauban;
Ma provenance et ma destination sont Le plessis-belleville et Arles;Arles;Le plessis-belleville;
je partirais de Devecey pour aller à Calonne-ricouart;Calonne-ricouart;Devecey;
Comment aller de Thoiry à Joue-les-tours;Joue-les-tours;Thoiry;
train Pessac Malesherbes;Malesherbes;Pessac;
Je veux me rendre à Gignac en partant de Cerbère;Gignac;Cerbère;
La ligne Nuits Cheilly-lès-maranges;Cheilly-lès-maranges;Nuits;
Je quitte L'hospitalet-près-l'andorre pour Carhaix-plouguer;Carhaix-plouguer;L'hospitalet-près-l'andorre;
jeudi matin je partirais de Arnage pour aller à Bétaille;Bétaille;Arnage;jeudi matin
Ma destination et ma provenance sont Saint-pierre-le-viger et Le genest-saint-isle;Saint-pierre-le-viger;Le genest-saint-isle;
Je prends le train Wizernes Chartrettes;Chartrettes;Wizernes;
Limeyrat maintenant depuis Bellac;Limeyrat;Bellac;maintenant
Je cherche le train le plus rapide pour faire Rolleville Hombourg-budange;Hombourg-budange;Rolleville;
train Marchezais Saint-ay;Saint-ay;Marchezais;
je vais à Fretin depuis Saint-mard;Fretin;Saint-mard;
Je pars de Égletons pour aller à Haybes;Haybes;Égletons;
arrivée Vervins et départ Grésy-sur-aix;Vervins;Grésy-sur-aix;
Donne moi l'itinéraire pour aller à Parent en partant de Saint-cyr-en-val;Parent;Saint-cyr-en-val;
Je prends le train Rozières-sur-mouzon Enveitg;Enveitg;Rozières-sur-mouzon;
Je pars de Turckheim pour aller à Senozan;Senozan;Turckheim;
Je suis à Aubin-saint-vaast et je veux aller à Lisle-sur-tarn;Lisle-sur-tarn;Aubin-saint-vaast;
Je suis actuellement à Varilhes et j’aimerais partir à Bitche;Bitche;Varilhes;
Je cherche un train Veuves Brignais dimanche soir;Brignais;Veuves;dimanche soir
Comment aller de Lunas à Coussey;Coussey;Lunas;
Itinéraire Dammarie-les-lys Le cateau-cambrésis;Le cateau-cambrésis;Dammarie-les-lys;
lundi soir, je voudrais aller de Sarreinsming à Bram;Bram;Sarreinsming;lundi soir
Je veux aller de Firminy à Ruffey-lès-echirey dans une heure;Ruffey-lès-echirey;Firminy;dans une heure
Montlouis-sur-loire depuis Mouzon;Montlouis-sur-loire;Mouzon;
train Saint-julien-les-villas Saint-sever-de-saintonge samedi;Saint-sever-de-saintonge;Saint-julien-les-villas;samedi
Je voudrais aller de Bruyères-sur-oise à Pierre-buffière;Pierre-buffière;Bruyères-sur-oise;
Saint-émilion Bacouël vendredi matin;Bacouël;Saint-émilion;vendredi matin
Emmène moi de Palaiseau à Ossun;Ossun;Palaiseau;
Je cherche un train Ebblinghem Roeulx;Roeulx;Ebblinghem;
Quel trajet pour Forbach Maubeuge;Maubeuge;Forbach;
lundi après-midi, je voudrais aller de Le pont-chrétien-chabenet à Blaisy-bas;Blaisy-bas;Le pont-chrétien-chabenet;lundi après-midi
Je prends le train Lapeyrouse Benfeld;Benfeld;Lapeyrouse;
demain soir, je voudrais aller de Bonnemain à Coutras;Coutras;Bonnemain;demain soir
Je suis à Hatrize et je veux aller à Bussac-forêt;Bussac-forêt;Hatrize;
Le train Boran-sur-oise Saujon;Saujon;Boran-sur-oise;
arrivée Villepinte et départ Manosque;Villepinte;Manosque;
j'aimerais me rendre à Mauzac-et-grand-castang en quittant Chavanges;Mauzac-et-grand-castang;Chavanges;
je partirais de Balsièges pour aller à La roche-maurice;La roche-maurice;Balsièges;
lundi soir, je vais à Prouvy depuis Rivarennes;Prouvy;Rivarennes;lundi soir
Je suis actuellement à Landry et j’aimerais partir à Luché-thouarsais;Luché-thouarsais;Landry;
J'aimerais me rendre sur Saint-ay en partant de Saint-junien;Saint-ay;Saint-junien;
Itiniréraire jusqu'a Joeuf depuis Bourbriac;Joeuf;Bourbriac;
Itinéraire Abbaretz Nantouillet;Nantouillet;Abbaretz;
Je pars de Pleudihen-sur-rance pour aller à Septemes-les-vallons;Septemes-les-vallons;Pleudihen-sur-rance;
dans une heure je partirais de Pontorson pour aller à La souterraine;La souterraine;Pontorson;dans une heure
Je cherche le train le plus rapide pour faire Port-la-nouvelle Sainte-gauburge-sainte-colombe dimanche;Sainte-gauburge-sainte-colombe;Port-la-nouvelle;dimanche
je viens de Viarmes et je veux aller à Saint-émilion;Saint-émilion;Viarmes;
J'aimerais me rendre sur Vissac-auteyrac en partant de Dommartin;Vissac-auteyrac;Dommartin;
trajet Le rove Aubigné-racan;Aubigné-racan;Le rove;
Guide moi de Vissac-auteyrac vers Gueret;Gueret;Vissac-auteyrac;
Je cherche le train le plus rapide pour faire Saint-patrice Montceau-les-mines dans cinq heures;Montceau-les-mines;Saint-patrice;dans cinq heures
Je suis à Montlucon et je souhaite me rendre à Raedersheim;Raedersheim;Montlucon;
Je cherche un train Saint-sébastien La meilleraie-tillay;La meilleraie-tillay;Saint-sébastien;
je veux partir de La rouge pour Montoir-de-bretagne;Montoir-de-bretagne;La rouge;
Je cherche un trajet de Orval à Charmes;Charmes;Orval;
Je veux aller de Danjoutin à Bengy-sur-craon;Bengy-sur-craon;Danjoutin;
Lesparre-médoc Crottet;Crottet;Lesparre-médoc;
Je pars jeudi soir de Fosses pour aller à Touët-de-l'escarène;Touët-de-l'escarène;Fosses;jeudi soir
Je cherche le train le plus rapide pour faire Montataire Ferrières-en-bray mardi matin;Ferrières-en-bray;Montataire;mardi matin
Comment aller de Bethune à Rouxmesnil-bouteilles lundi;Rouxmesnil-bouteilles;Bethune;lundi
Je partirais de Rochefort pour aller à Chevillon;Chevillon;Rochefort;
je vais à Veauche depuis Conlie;Veauche;Conlie;
jeudi après-midi je partirais de Fontan pour aller à Harfleur;Harfleur;Fontan;jeudi après-midi
Trouve un train partant de Marignane et allant à Marcq-en-baroeul;Marcq-en-baroeul;Marignane;
Je cherche un train Autun Bar-sur-seine;Bar-sur-seine;Autun;
Quel trajet pour Moirans Saint-bonnet-de-rochefort;Saint-bonnet-de-rochefort;Moirans;
Je souhaiterai avoir des informations sur le train Bohain-en-vermandois Angers qui part lundi soir;Angers;Bohain-en-vermandois;lundi soir
Je cherche un train Laroque-timbaut Jussey aujourd'hui;Jussey;Laroque-timbaut;aujourd'hui
L'arrivée et le départ de mon voyage sont Méré et Sorcy-saint-martin;Méré;Sorcy-saint-martin;
j'aimerais partir de Éloyes pour me rendre à Saint-denis;Saint-denis;Éloyes;
Je veux aller à Tillenay depuis Ballan-miré;Tillenay;Ballan-miré;
Je quitte Rodez pour Yutz;Yutz;Rodez;
Je souhaiterai avoir des informations sur le train Cannes Labruguière;Labruguière;Cannes;
Rousies depuis Ébersviller;Rousies;Ébersviller;
Comment aller à Verriere (la ) depuis Le parcq;Verriere (la );Le parcq;
Carquefou mercredi après-midi depuis Beaune;Carquefou;Beaune;mercredi après-midi
La ligne Saint-éloy-les-mines Vélines;Vélines;Saint-éloy-les-mines;
J'irai bien à la gare de Éveux depuis la gare de Montbrison;Éveux;Montbrison;
Je souhaiterai avoir des informations sur le train Rosheim Châtillon qui part demain matin;Châtillon;Rosheim;demain matin
Je pars de Tain-l'hermitage pour aller à Plouvara;Plouvara;Tain-l'hermitage;
Je cherche le train le plus rapide pour faire Mondelange Conflans-sainte-honorine;Conflans-sainte-honorine;Mondelange;
j'aimerais partir de Vernassal pour me rendre à Mougins;Mougins;Vernassal;
Je cherche un train Grand-quevilly (le ) Varen;Varen;Grand-quevilly (le );
Je suis actuellement à Gergy et j’aimerais partir à Coarraze jeudi après-midi;Coarraze;Gergy;jeudi après-midi
Juvisy-sur-orge depuis Loisy-sur-marne;Juvisy-sur-orge;Loisy-sur-marne;
Donne moi l'itinéraire pour aller à Bantzenheim en partant de Tournemire;Bantzenheim;Tournemire;
je vais à Mont-saint-martin depuis Saint-ouen-l'aumone;Mont-saint-martin;Saint-ouen-l'aumone;
Trouve le chemin pour Saint-jean-pied-de-port depuis Fromental.;Saint-jean-pied-de-port;Fromental;
Je pars de Lentilly pour aller à Montgeroult jeudi;Montgeroult;Lentilly;jeudi
vendredi matin, je voudrais aller de Couffoulens à Caulnes;Caulnes;Couffoulens;vendredi matin
Comment aller à Hermes depuis Crespin;Hermes;Crespin;
L'arrivée et le départ de mon voyage sont Baisieux et Arbanats;Baisieux;Arbanats;
Le train Noyal-sur-vilaine Faulquemont;Faulquemont;Noyal-sur-vilaine;
Squiffiec Ambares-et-lagrave;Ambares-et-lagrave;Squiffiec;
Je cherche un train Saint-andré-de-l'eure Fronville vendredi soir;Fronville;Saint-andré-de-l'eure;vendredi soir
Quel trajet pour Bassens Villiers-sur-loir;Villiers-sur-loir;Bassens;
Quel est l'itinéraire entre Autrey-lès-gray et Bischwiller;Bischwiller;Autrey-lès-gray;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Saint-manvieu-norrey et gare de Notre-dame-de-bondeville;Notre-dame-de-bondeville;Saint-manvieu-norrey;
Je cherche un trajet de Ailly-sur-somme à Montbard dimanche;Montbard;Ailly-sur-somme;dimanche
Quel trajet pour Avignon Loulay;Loulay;Avignon;
Le train Roubaix Mantes-la-jolie;Mantes-la-jolie;Roubaix;
itinéraire de voyage de Gennevilliers vers Montbartier;Montbartier;Gennevilliers;
Saint-georges-de-reneins Courtenay jeudi;Courtenay;Saint-georges-de-reneins;jeudi
Je veux me rendre à Orly en partant de Sisteron;Orly;Sisteron;
Je veux me rendre à Pomas en partant de Baillargues;Pomas;Baillargues;
Je pars vendredi matin de Mirebeau-sur-bèze pour aller à Mézin;Mézin;Mirebeau-sur-bèze;vendredi matin
Je pars de Frejus pour aller à Nantes;Nantes;Frejus;
Je me rends à Longueville en partant de Mertzwiller;Longueville;Mertzwiller;
itinéraire de voyage de Cinq-mars-la-pile vers Colomiers;Colomiers;Cinq-mars-la-pile;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Fleury-les-aubrais et gare de Chindrieux;Chindrieux;Fleury-les-aubrais;
Je pars mercredi après-midi de Béard pour aller à Évron;Évron;Béard;mercredi après-midi
Itiniréraire jusqu'a Bourth depuis Saint-omer-en-chaussée;Bourth;Saint-omer-en-chaussée;
itinéraire de voyage de Orange vers Crouy-sur-ourcq;Crouy-sur-ourcq;Orange;
Allons à Pignans depuis Saint-etienne;Pignans;Saint-etienne;
Je cherche un trajet de Fontaine-le-port à Arrou;Arrou;Fontaine-le-port;
Je cherche un train Laudun Gignac mardi;Gignac;Laudun;mardi
Emmène moi de Metz à Grésy-sur-aix;Grésy-sur-aix;Metz;
Je souhaiterai avoir des informations sur le train Mortiers Esquelbecq qui part dans un moment;Esquelbecq;Mortiers;dans un moment
Quel trajet pour Chavenon Laudun;Laudun;Chavenon;
Depuis Albias à Clerval;Clerval;Albias;
Je pars de Gilly-lès-cîteaux pour aller à Dissay mardi soir;Dissay;Gilly-lès-cîteaux;mardi soir
de Lardy à Dommartin;Dommartin;Lardy;
Je suis actuellement à Dieupentale et j’aimerais partir à Châtillon-sur-seine;Châtillon-sur-seine;Dieupentale;
Je souhaiterai avoir des informations sur le train Morannes Pérols-sur-vézère;Pérols-sur-vézère;Morannes;
Quel est l'itinéraire entre Morgny-la-pommeraye et Saint-clément;Saint-clément;Morgny-la-pommeraye;
jeudi après-midi, je voudrais aller de Nantes à Chauny;Chauny;Nantes;jeudi après-midi
Je souhaiterai avoir des informations sur le train Autet Lavoûte-sur-loire;Lavoûte-sur-loire;Autet;
Je quitte Malansac pour Courtenay;Courtenay;Malansac;
La ligne Frasne Forbach;Forbach;Frasne;
J'irai bien à la gare de Verriere (la ) depuis la gare de Saint-sulpice-laurière;Verriere (la );Saint-sulpice-laurière;
Lurbe-saint-christau Yzeure;Yzeure;Lurbe-saint-christau;
Quel est l'itinéraire entre Keskastel et Turenne;Turenne;Keskastel;
Je suis à Éveux et je veux aller à Roye;Roye;Éveux;
Plerguer Saint-symphorien-de-marmagne;Saint-symphorien-de-marmagne;Plerguer;
Je souhaiterai avoir des informations sur le train Champigny Peyrilles;Peyrilles;Champigny;
le départ et l'arrivée de mon voyage sont Kilstett et Buzançais;Buzançais;Kilstett;
Je cherche un train Luneville Blanzy;Blanzy;Luneville;
Je suis actuellement à Saint-egreve et j’aimerais partir à Nancy samedi soir;Nancy;Saint-egreve;samedi soir
Ma provenance et ma destination sont Boën et Calonne-ricouart;Calonne-ricouart;Boën;
Je pars de Fontenay-le-comte pour aller à Aubevoye samedi soir;Aubevoye;Fontenay-le-comte;samedi soir
Je suis à Crampagna et je veux aller à Valmy;Valmy;Crampagna;
samedi après-midi Rampan Sénas;Sénas;Rampan;samedi après-midi
Je quitte Munster pour Marlieux;Marlieux;Munster;
Je prends le train Beynost Longevilles-mont-d'or vendredi après-midi;Longevilles-mont-d'or;Beynost;vendredi après-midi
Allassac Langeac;Langeac;Allassac;
aujourd'hui, je voudrais aller de Saint-avre à Suippes;Suippes;Saint-avre;aujourd'hui
je vais à Saint-ouen-l'aumone depuis Challans;Saint-ouen-l'aumone;Challans;
dimanche matin, je voudrais aller de Châteauneuf-sur-isère à Drap;Drap;Châteauneuf-sur-isère;dimanche matin
Je suis à Laigneville et je souhaite me rendre à Le pont-de-beauvoisin;Le pont-de-beauvoisin;Laigneville;
itinéraire Oxelaëre Schiltigheim;Schiltigheim;Oxelaëre;
L'arrivée et le départ de mon voyage sont Saône et Saint-marcellin;Saône;Saint-marcellin;
Je partirais de Bretigny pour aller à Peseux;Peseux;Bretigny;
Je cherche un train Aulnay-sous-bois Cubzac-les-ponts;Cubzac-les-ponts;Aulnay-sous-bois;
Je prends le train Grandvillars Nonant-le-pin;Nonant-le-pin;Grandvillars;
Comment aller de Saverdun à Sallanches;Sallanches;Saverdun;
Je pars de Leforest pour aller à Molinges;Molinges;Leforest;
Elne Saillagouse le mois prochain;Saillagouse;Elne;le mois prochain
Je cherche un train Xeuilley Martigny-les-bains mercredi après-midi;Martigny-les-bains;Xeuilley;mercredi après-midi
demain soir, je voudrais aller de Fenouillet à Oissel;Oissel;Fenouillet;demain soir
Villeneuve-d'ascq depuis Terminiers;Villeneuve-d'ascq;Terminiers;
Je veux aller de Basse-ham à Cinq-mars-la-pile;Cinq-mars-la-pile;Basse-ham;
Depuis Peille à Bétaille;Bétaille;Peille;
Je pars dans une demi-heure de Arches pour aller à Porta;Porta;Arches;dans une demi-heure
Je cherche le train le plus rapide pour faire Le plessis-belleville Beynes lundi matin;Beynes;Le plessis-belleville;lundi matin
J'irai bien à la gare de Blois depuis la gare de Portieux;Blois;Portieux;
Je pars de Domblans pour aller à Pins-justaret;Pins-justaret;Domblans;
Emmène moi de Anor à Vierzy;Vierzy;Anor;
train Brignais Saint-priest la semaine prochaine;Saint-priest;Brignais;la semaine prochaine
Je voudrais aller de Clerval à Callac;Callac;Clerval;
dans une demi-heure, je vais à Novillars depuis Brax;Novillars;Brax;dans une demi-heure
je viens de Mailly-la-ville et je veux aller à Arc-lès-gray;Arc-lès-gray;Mailly-la-ville;
Ma provenance et ma destination sont Grasse et Montcornet;Montcornet;Grasse;
Je veux trouver un trajet de Maxilly-sur-saône à Sury-le-comtal;Sury-le-comtal;Maxilly-sur-saône;
La ligne Tassin-la-demi-lune Houilles;Houilles;Tassin-la-demi-lune;
Je souhaite le chemin le plus rapide entre les deux gares suivantes gare de Loon-plage et gare de Bolozon;Bolozon;Loon-plage;
Je cherche le train le plus rapide pour faire Garnay Domfront-en-champagne;Domfront-en-champagne;Garnay;
Je prends le train Barsac Chamonix-mont-blanc jeudi matin;Chamonix-mont-blanc;Barsac;jeudi matin
Je pars de Dorlisheim pour aller à Saint-pé-de-bigorre lundi;Saint-pé-de-bigorre;Dorlisheim;lundi
dans six heures, je voudrais aller de Saint-pierre-lès-nemours à Thoiry;Thoiry;Saint-pierre-lès-nemours;dans six heures
Je pars de Villemomble pour aller à Vendenheim;Vendenheim;Villemomble;
Comment aller de Parempuyre à Loudéac;Loudéac;Parempuyre;
Itiniréraire jusqu'a Beuvry depuis Groslay;Beuvry;Groslay;
Je veux aller à Portieux depuis Meudon;Portieux;Meudon;
Comment aller de Vernaison à Mérenvielle lundi après-midi;Mérenvielle;Vernaison;lundi après-midi
Comment aller de Arbois à Bergues;Bergues;Arbois;
Ax-les-thermes depuis Saint-germain-en-laye;Ax-les-thermes;Saint-germain-en-laye;
lundi matin Wissous Fère-en-tardenois;Fère-en-tardenois;Wissous;lundi matin
Le train Saint-gildas-des-bois Nurieux-volognat;Nurieux-volognat;Saint-gildas-des-bois;
Le train Tullins Chambourg-sur-indre;Chambourg-sur-indre;Tullins;
le départ et l'arrivée de mon voyage sont Loches et Mortagne-du-nord;Mortagne-du-nord;Loches;
Quel est l'itinéraire entre Meymac et Royères;Royères;Meymac;
Je suis actuellement à Cergy et j’aimerais partir à Saint-méen-le-grand dimanche;Saint-méen-le-grand;Cergy;dimanche
Je prends le train Melesse Persan;Persan;Melesse;
Quel trajet pour Étriché Courçay;Courçay;Étriché;
Trouve un train partant de Bezannes et allant à Le quesnoy;Le quesnoy;Bezannes;
Je veux le trajet de Macon à Vierzon;Vierzon;Macon;
arrivée Nieppe et départ Pontcharra;Nieppe;Pontcharra;
Comment aller de Die à Baigts-de-béarn;Baigts-de-béarn;Die;
Je prends le train Pont-de-claix (le ) Le coudray;Le coudray;Pont-de-claix (le );
Je voudrais aller de Saint-germain-en-laye à Souillac;Souillac;Saint-germain-en-laye;
Je cherche un trajet de Mertzwiller à Moulins le mois prochain;Moulins;Mertzwiller;le mois prochain
Quel trajet pour Chézy-sur-marne Saint-omer;Saint-omer;Chézy-sur-marne;
je veux partir de La brigue pour La chaussée-saint-victor;La chaussée-saint-victor;La brigue;
je viens de Saint-paul-les-dax et je veux aller à Rethel;Rethel;Saint-paul-les-dax;
Quel trajet pour Veynes Saint-sébastien;Saint-sébastien;Veynes;
Je souhaiterai avoir des informations sur le train Morbier Saint-blaise-la-roche;Saint-blaise-la-roche;Morbier;
train Limoges Saint-usage;Saint-usage;Limoges;
Je souhaiterai avoir des informations sur le train Saint-laurent-de-la-prée Clion;Clion;Saint-laurent-de-la-prée;
Je cherche un trajet de Roeulx à Biache-saint-vaast;Biache-saint-vaast;Roeulx;
Je voudrais aller de Saint-malo à Fontenay-le-comte;Fontenay-le-comte;Saint-malo;
Je suis actuellement à Vergèze et j’aimerais partir à Margut dans deux heures;Margut;Vergèze;dans deux heures
itinéraire jusqu'a Montreuil en partant de Serqueux;Montreuil;Serqueux;
Je quitte Bobigny pour Beaulieu-sur-mer;Beaulieu-sur-mer;Bobigny;
Je veux aller de Villers-sur-mer à Saint-priest-taurion mercredi après-midi;Saint-priest-taurion;Villers-sur-mer;mercredi après-midi
